character	killed by	death	type
<10> Ghost	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party	
<10> Golem	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party	
<10> Roman Soldier	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius	Defeated by Ritsuka Fujimaru's party	
<15> Roman Soldier	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party	
<16> Roman Soldier	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party	
<16> Skeleton	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius	Defeated by Ritsuka Fujimaru's party	
<17> Roman Soldier	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party	
<1> Arm of Dawn	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party	
<1> Chimera	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius	Defeated by Ritsuka Fujimaru's party	
<1> Chimera	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius | Jing Ke | Boudica	Defeated by Ritsuka Fujimaru's party	
<1> Golem	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius	Defeated by Ritsuka Fujimaru's party	
<1> Golem	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius | Boudica	Defeated by Ritsuka Fujimaru's party	
<1> Roman Captain	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party	
<1> Stone Golem	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius	Defeated by Ritsuka Fujimaru's party	
<26> Spartan Soldier	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius	Defeated by Ritsuka Fujimaru's party	
<28> Skeleton	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius	Defeated by Ritsuka Fujimaru's party	
<2> Hand of Dawn	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party	
<2> Roman Soldier	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius	Defeated by Ritsuka Fujimaru's party	
<2> Skeleton	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party	
<2> Stone Golem	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party	
<2> Stone Golem	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius | Jing Ke | Boudica	Defeated by Ritsuka Fujimaru's party	
<2> Wyvern	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius | Jing Ke | Boudica	Defeated by Ritsuka Fujimaru's party	
<2> Wyvern Evil	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius | Jing Ke | Boudica	Defeated by Ritsuka Fujimaru's party	
