character	killed by	death	type
<10,000,000+> people	Ryan Romano	Trapped within a time loop or frozen in time by Ryan Romano until the end of time (population of New Rome taken as minimum)	non-canon
<100> heroes	Ryan Romano	Trapped within a time loop or frozen in time by Ryan Romano until the end of time	non-canon
<2+> members of a family	Ryan Romano	Frozen in time and then died of starvation once unfrozen by Ryan Romano	non-canon
<2> Jolie Wrangler clients	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
<3+> Genomes	Ryan Romano	Vaporized using projectiles of dust by Ryan Romano (several mentioned) (reset via Clockstopper's Power)	undone | non-canon
<3,000,000+> people	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine (same number as main story used)	non-canon
<50+> people	Mortimer	Assassinated by Mortimer (count mentioned)	non-canon
Adam Fontaine	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Apollo	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Augustus	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Bloodstream		Clone murdered by the homeless	clone | non-canon
Cancel	Ryan Romano | Jean-Stéphanie	Trapped within Monaco by Ryan Romano and Jean-Stéphanie until her death or the end of time	non-canon
Chitter	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Chitter	Ryan Romano	Vaporized using projectiles of dust by Ryan Romano (reset via Clockstopper's Power)	undone | non-canon
Devilry	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Diana	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Enrique Manada	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Frank	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Geist	Ryan Romano	Exorcized by Ryan Romano	non-canon
Ghoul	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Hector Manada	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Helen	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Jasmine Sharif	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Len Sabino	Ryan Romano	Frozen in time by Ryan Romano until the end of time	non-canon
Leonard Hargraves	Ryan Romano	Frozen in time by Ryan Romano until the end of time	non-canon
Minerva	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Mortimer	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Mosquito	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Narcinia Veran	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine	non-canon
Nidhogg	Ryan Romano	Frozen in time by Ryan Romano until the end of time	non-canon
Panda	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Panda	Ryan Romano	Vaporized using projectiles of dust by Ryan Romano (reset via Clockstopper's Power)	undone | non-canon
Pluto	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Psyshock	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Reload	Ryan Romano | Jean-Stéphanie	Trapped within Monaco by Ryan Romano and Jean-Stéphanie until his death or the end of time	non-canon
Renesco	Ghoul | Adam Fontaine | Psyshock	Speared through the throat with an icicle by Ghoul on orders from Adam Fontaine and Psyshock (reset via Clockstopper's Power)	undone | non-canon
Renesco	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Sarin	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Shining Knight	Ryan Romano	Frozen in time by Ryan Romano until the end of time	non-canon
Simon	Jean-Stéphanie	Died of unknown causes while trapped within Monaco by Jean-Stéphanie	non-canon
Sphere	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Wardrobe	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Wyvern	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Zanbato	Ryan Romano	Trapped within the New Rome time loop by Ryan Romano until the end of time	non-canon
Zanbato	Ryan Romano	Vaporized using projectiles of dust by Ryan Romano (reset via Clockstopper's Power)	undone | non-canon
{88} Bloodstream	Leonard Hargraves	Incinerated by Leonard Hargraves (undone via Ryan's Power)	undone | non-canon
{88} Len Sabino	Leonard Hargraves	Incinerated by Leonard Hargraves (undone via Ryan's Power)	undone | non-canon
{88} Ryan Romano	Leonard Hargraves	Incinerated by Leonard Hargraves (undone via Ryan's Power)	undone | non-canon
