character	killed by	death	type
<1> Witch Cult Finger	Emilia | Natsuki Subaru	Frozen by Emilia during the Subjugation of Sloth led by Natsuki Subaru (transferred himself to Natsuki Subaru's body) (undone via Return by Death)	undone
<1> Witch Cult Finger	Julius Juukulius | Natsuki Subaru	Slain by Julius Juukulius during the Subjugation of Sloth led by Natsuki Subaru (undone via Return by Death)	undone
<1> Witch Cult Finger	Natsuki Subaru	Fatally mauled by a Wolgarm during the Subjugation of Sloth led by Natsuki Subaru (transferred himself to one of his fingers) (undone via Return by Death)	undone
<1> Witch Cult Finger	Wilhelm van Astrea | Natsuki Subaru	Impaled by Wilhelm van Astrea during the Subjugation of Sloth led by Natsuki Subaru (undone via Return by Death) (anime only)	undone
<1> Witch Cult Finger	Wilhelm van Astrea | Natsuki Subaru	Sliced by Wilhelm van Astrea during the Subjugation of Sloth led by Natsuki Subaru (undone via Return by Death)	undone
<1> merchant	White Whale	Erased by the White Whale using her Mist of Annihilation (undone via Return by Death)	undone
<2+> Witch Cult members	Rem	Murdered by Rem using her Morningstar (undone via Return by Death)	undone
<2+> knights	Lye Batenkaitos	Wiped out by Lye Batenkaitos	
<2+> subjugation force members	White Whale	Erased by the White Whale using her Mist of Annihilation	
<21> subjugation force members	White Whale	Erased by the White Whale using her Mist of Annihilation	
<2> Earth Dragons	Regulus Corneas	Ripped apart by Regulus Corneas	
<2> Witch Cult Fingers	Julius Juukulius | Natsuki Subaru	Slain by Julius Juukulius during the Subjugation of Sloth led by Natsuki Subaru (undone via Return by Death) (anime only)	undone
<2> carriage drivers	Regulus Corneas	Ripped apart by Regulus Corneas	
<4+> Witch Cult members	Rem	Murdered by Rem using her Morningstar (undone via Return by Death)	undone
<5> Witch Cult Fingers	Julius Juukulius | Wilhelm van Astrea | Ricardo Welkin | Mimi Pearlbaton | Tivey Pearlbaton | Natsuki Subaru	Slain by the Subjugation Forces during the Subjugation of Sloth led by Natsuki Subaru (undone via Return by Death)	undone
<5> subjugation force members	Petelgeuse Romanée-Conti	Crushed by Petelgeuse Romanée-Conti using his Unseen Hands (undone via Return by Death)	undone
Cain	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Cain	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Dain	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Dain	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Emilia	Petelgeuse Romanée-Conti	Murdered by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Emilia	Petelgeuse Romanée-Conti	Murdered by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Emilia	Satella | Natsuki Subaru	Heart crushed by Satella after Natsuki Subaru revealed his Return by Death to her (undone via Return by Death)	undone
Ketty Muttart	Ketty Muttart | Petelgeuse Romanée-Conti	Carved out his brain through his left eye with a dagger while possessed by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Lucas	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Lucas	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Makiji	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Makiji	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Meina	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Meina	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Mild	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Mild	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Milde Arlam	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Milde Arlam	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Natsuki Subaru	Felix Argyle | Julius Juukulius | Natsuki Subaru	Wounded via Water Magic by Felix Argyle and then throat slit by Julius Juukulius on his own request (undone via Return by Death)	undone
Natsuki Subaru	Natsuki Subaru	Stabbed himself in the throat (undone via Return by Death)	undone
Natsuki Subaru	Puck	Frozen and beheaded by Puck (undone via Return by Death)	undone
Natsuki Subaru	Puck	Frozen by Puck (undone via Return by Death)	undone
Natsuki Subaru	Puck	Shattered into pieces after being frozen by Puck (undone via Return by Death)	undone
Otto Suwen	Petelgeuse Romanée-Conti	Murdered by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Petelgeuse Romanée-Conti	Emilia | Natsuki Subaru	Frozen by Emilia during the Subjugation of Sloth led by Natsuki Subaru (transferred himself to Natsuki Subaru's body) (undone via Return by Death)	physical | undone
Petelgeuse Romanée-Conti	Felix Argyle | Julius Juukulius | Natsuki Subaru	Wounded via Water Magic by Felix Argyle and then throat slit by Julius Juukulius on Natsuki Subaru's orders (undone via Return by Death)	undone
Petelgeuse Romanée-Conti	Julius Juukulius | Natsuki Subaru	Slain by Julius Juukulius during the Subjugation of Sloth led by Natsuki Subaru (transferred himself to one of his fingers) (undone via Return by Death)	physical | undone
Petelgeuse Romanée-Conti	Ketty Muttart | Petelgeuse Romanée-Conti	Carved out his brain through his left eye with a dagger while possessing Ketty Muttart (transferred himself to one of his fingers) (undone via Return by Death)	physical | undone
Petelgeuse Romanée-Conti	Natsuki Subaru	Crushed under a Dragon Carriage wheel after being pushed off it by Natsuki Subaru	
Petelgeuse Romanée-Conti	Natsuki Subaru	Fatally mauled by a Wolgarm during the Subjugation of Sloth led by Natsuki Subaru (transferred himself to one of his fingers) (undone via Return by Death)	physical | undone
Petelgeuse Romanée-Conti	Petelgeuse Romanée-Conti | Julius Juukulius | Natsuki Subaru	Crushed by rocks he made fall down on him after being fatally wounded by Julius Juukulius during the Subjugation of Sloth led by Natsuki Subaru (reanimated his own dead body)	undead
Petelgeuse Romanée-Conti	Puck	Shattered into pieces after being frozen by Puck (undone via Return by Death)	undone
Petelgeuse Romanée-Conti	Wilhelm van Astrea | Natsuki Subaru	Bisected and beheaded by Wilhelm van Astrea during the Subjugation of Sloth led by Natsuki Subaru (transferred himself to one of his fingers) (undone via Return by Death)	physical | undone
Petelgeuse Romanée-Conti	Wilhelm van Astrea | Natsuki Subaru	Impaled by Wilhelm van Astrea during the Subjugation of Sloth led by Natsuki Subaru (transferred himself to one of his fingers) (undone via Return by Death) (anime only)	physical | undone
Petelgeuse Romanée-Conti	Wilhelm van Astrea | Natsuki Subaru	Sliced by Wilhelm van Astrea during the Subjugation of Sloth led by Natsuki Subaru (transferred himself to Ketty Muttart's body) (undone via Return by Death)	physical | undone
Petra Leyte	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Petra Leyte	Petelgeuse Romanée-Conti	Murdered alongside the rest of Arlam Village by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Ram	Petelgeuse Romanée-Conti	Murdered by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
Ram	Petelgeuse Romanée-Conti	Murdered by the Witch Cult during an attack led by Petelgeuse Romanée-Conti (undone via Return by Death)	undone
