character	killed by	death	type
Artoria Pendragon	Artoria Pendragon | Rin Tohsaka	Died after destroying the Holy Grail on orders from Rin Tohsaka (Unlimited Blade Works Route - Good Ending)	determinant
Artoria Pendragon	Artoria Pendragon | Shirou Emiya	Died after destroying the Holy Grail on orders from Shirou Emiya (Fate Route)	determinant
Artoria Pendragon	Heracles | Illyasviel von Einzbern	Crushed with his axe-sword by Heracles on orders from Illyasviel von Einzbern (Fate Route - Bad Ending - Night Without Dawn)	non-canon
Artoria Pendragon	Heracles | Illyasviel von Einzbern	Crushed with his axe-sword by Heracles on orders from Illyasviel von Einzbern (Heaven's Feel Route - Bad Ending - Battle of the Holy Grail)	non-canon
Artoria Pendragon	Heracles | Illyasviel von Einzbern	Crushed with his axe-sword by Heracles on orders from Illyasviel von Einzbern (Unlimited Blade Works Route - Bad Ending - Third Death)	non-canon
Artoria Pendragon	Shirou Emiya | Medusa	Stabbed by Shirou Emiya after being knocked down by Medusa's Noble Phantasm (Heaven's Feel Route)	determinant
Atrum Galliasta	Medea	Immolated by Medea (Unlimited Blade Works Anime)	continuant | unavoidable
Atrum Galliasta	Medea	Stabbed with Rule Breaker by Medea	determinant | unavoidable
Aŋra Mainiiu	Artoria Pendragon | Rin Tohsaka	Destroyed by Artoria Pendragon on orders from Rin Tohsaka (Unlimited Blade Works Route)	determinant | unavoidable
Aŋra Mainiiu	Artoria Pendragon | Shirou Emiya	Destroyed by Artoria Pendragon on orders from Shirou Emiya (Fate Route)	determinant | unavoidable
Aŋra Mainiiu	Illyasviel von Einzbern	Destroyed by Illyasviel von Einzbern using the Dress of Heaven (Heaven's Feel Route - True Ending)	determinant | unavoidable
Aŋra Mainiiu	Shirou Emiya	Destroyed by Shirou Emiya with Excalibur (Heaven's Feel Route - Normal Ending)	determinant | unavoidable
Byakuya Matou		Died from unknown causes	
Claudia Hortensia	Claudia Hortensia	Took her own life due to being terminally ill	
Cú Chulainn	Cú Chulainn | Kirei Kotomine	Impaled himself on orders from Kirei Kotomine (Unlimited Blade Works Route)	determinant | unavoidable
Cú Chulainn	Gilgamesh	Impaled with his Noble Phantasms by Gilgamesh (Fate Route)	determinant | unavoidable
Cú Chulainn	Gilgamesh	Stabbed by Gilgamesh (Fate Deen Anime)	continuant | unavoidable
Cú Chulainn	Hassan of the Cursed Arm | Zouken Matou | Aŋra Mainiiu | Sakura Matou	Heart crushed by Hassan of the Cursed Arm on orders from Zouken Matou, after being incapacitated by the Black Shadow manifested by Aŋra Mainiiu and Sakura Matou (Heaven's Feel Route)	determinant | unavoidable
EMIYA	Artoria Pendragon | Medea | Souichirou Kuzuki	Murdered by Artoria Pendragon, controlled by Medea, and Medea herself, on orders from Souichirou Kuzuki (Unlimited Blade Works Route - Bad Ending - Sword and Magic)	non-canon
EMIYA	Aŋra Mainiiu | Sakura Matou	Devoured by the Black Shadow manifested by Aŋra Mainiiu and Sakura Matou (Heaven's Feel Route - Bad Ending - World Purge, Meltdown)	non-canon
EMIYA	Aŋra Mainiiu | Sakura Matou	Fatally wounded by the Black Shadow manifested by Aŋra Mainiiu and Sakura Matou (Heaven's Feel Route)	determinant | unavoidable
EMIYA	Gilgamesh	Fatally wounded by Gilgamesh (Unlimited Blade Works Route)	determinant | unavoidable
EMIYA	Heracles | Illyasviel von Einzbern | Rin Tohsaka	Fatally wounded by Heracles on orders from Illyasviel von Einzbern, after being ordered to stay behind by Rin Tohsaka (Fate Route)	determinant | unavoidable
Gilgamesh	Artoria Pendragon	Sliced with Excalibur by Artoria Pendragon (Fate Route)	determinant | unavoidable
Gilgamesh	Aŋra Mainiiu | Sakura Matou	Devoured by the Black Shadow manifested by Aŋra Mainiiu and Sakura Matou (Heaven's Feel Route)	determinant | unavoidable
Gilgamesh	Aŋra Mainiiu | Shirou Emiya	Absorbed by Aŋra Mainiiu after being thrown in his black hole by Shirou Emiya (Unlimited Blade Works Route - Bad Ending - Heavens Fall)	non-canon
Gilgamesh	EMIYA | Aŋra Mainiiu	Shot with an arrow in the head by EMIYA and absorbed by Aŋra Mainiiu (Unlimited Blade Works Route)	determinant | unavoidable
Hassan of the Cursed Arm	Aŋra Mainiiu | Sakura Matou	Consumed by the Black Shadow manifested by Aŋra Mainiiu and Sakura Matou (Heaven's Feel Route)	determinant | unavoidable
Heracles	Artoria Pendragon | Shirou Emiya	Impaled by Artoria Pendragon and Shirou Emiya with Caliburn and destroyed via a burst of light (Fate Route)	determinant | unavoidable
Heracles	Artoria Pendragon | Shirou Emiya	Impaled by Artoria Pendragon and Shirou Emiya with Caliburn and destroyed via a burst of light (resurrected via God Hand) (Fate Route)	determinant | revived
Heracles	Artoria Pendragon | Shirou Emiya	Impaled by Artoria Pendragon and Shirou Emiya with Caliburn and destroyed via a burst of light (resurrected via God Hand) (Fate Route)	determinant | revived
Heracles	Artoria Pendragon | Shirou Emiya	Impaled by Artoria Pendragon and Shirou Emiya with Caliburn and destroyed via a burst of light (resurrected via God Hand) (Fate Route)	determinant | revived
Heracles	Artoria Pendragon | Shirou Emiya	Impaled by Artoria Pendragon and Shirou Emiya with Caliburn and destroyed via a burst of light (resurrected via God Hand) (Fate Route)	determinant | revived
Heracles	Artoria Pendragon | Shirou Emiya	Impaled by Artoria Pendragon and Shirou Emiya with Caliburn and destroyed via a burst of light (resurrected via God Hand) (Fate Route)	determinant | revived
Heracles	Artoria Pendragon | Shirou Emiya	Impaled by Artoria Pendragon and Shirou Emiya with Caliburn and destroyed via a burst of light (resurrected via God Hand) (Fate Route)	determinant | revived
Heracles	EMIYA | Rin Tohsaka	Stabbed and slashed by EMIYA on orders from Rin Tohsaka (resurrected via God Hand) (Fate Route)	determinant | revived
Heracles	EMIYA | Rin Tohsaka	Stabbed and slashed by EMIYA on orders from Rin Tohsaka (resurrected via God Hand) (Fate Route)	determinant | revived
Heracles	EMIYA | Rin Tohsaka	Stabbed and slashed by EMIYA on orders from Rin Tohsaka (resurrected via God Hand) (Fate Route)	determinant | revived
Heracles	EMIYA | Rin Tohsaka	Stabbed and slashed by EMIYA on orders from Rin Tohsaka (resurrected via God Hand) (Fate Route)	determinant | revived
Heracles	EMIYA | Rin Tohsaka	Stabbed and slashed by EMIYA on orders from Rin Tohsaka (resurrected via God Hand) (Fate Route)	determinant | revived
Heracles	EMIYA | Rin Tohsaka	Stabbed and slashed by EMIYA on orders from Rin Tohsaka (resurrected via God Hand) (Fate Route)	determinant | revived
Heracles	Gilgamesh	Impaled using the Gate of Babylon by Gilgamesh (resurrected via God Hand) (Unlimited Blade Works Route)	determinant | revived
Heracles	Gilgamesh	Impaled using the Gate of Babylon by Gilgamesh (resurrected via God Hand) (Unlimited Blade Works Route)	determinant | revived
Heracles	Gilgamesh	Impaled using the Gate of Babylon by Gilgamesh (resurrected via God Hand) (Unlimited Blade Works Route)	determinant | revived
Heracles	Gilgamesh	Impaled using the Gate of Babylon by Gilgamesh (resurrected via God Hand) (Unlimited Blade Works Route)	determinant | revived
Heracles	Gilgamesh	Impaled using the Gate of Babylon by Gilgamesh (resurrected via God Hand) (Unlimited Blade Works Route)	determinant | revived
Heracles	Gilgamesh	Impaled using the Gate of Babylon by Gilgamesh (resurrected via God Hand) (Unlimited Blade Works Route)	determinant | revived
Heracles	Gilgamesh	Impaled using the Gate of Babylon by Gilgamesh (resurrected via God Hand) (Unlimited Blade Works Route)	determinant | revived
Heracles	Gilgamesh	Impaled using the Gate of Babylon by Gilgamesh (resurrected via God Hand) (Unlimited Blade Works Route)	determinant | revived
Heracles	Gilgamesh	Impaled using the Gate of Babylon by Gilgamesh (resurrected via God Hand) (Unlimited Blade Works Route)	determinant | revived
Heracles	Gilgamesh	Impaled using the Gate of Babylon by Gilgamesh (resurrected via God Hand) (Unlimited Blade Works Route)	determinant | revived
Heracles	Gilgamesh	Impaled with multiple weapons by Gilgamesh (resurrected via God Hand) (Unlimited Blade Works Route)	determinant | revived
Heracles	Gilgamesh	Stabbed in the heart by Gilgamesh (Unlimited Blade Works Route)	determinant | unavoidable
Heracles	Rin Tohsaka	Head destroyed by Rin Tohsaka with jewels (resurrected via God Hand) (Fate Route)	determinant | revived
Heracles	Shirou Emiya	Stabbed in the heart by Shirou Emiya using Nine Lives Blade Works (Heaven's Feel Route)	determinant | unavoidable
Illyasviel von Einzbern	Aŋra Mainiiu | Sakura Matou	Devoured by the Black Shadow manifested by Aŋra Mainiiu and Sakura Matou (Heaven's Feel Route - Bad Ending - World Purge, Meltdown)	non-canon
Illyasviel von Einzbern	Aŋra Mainiiu | Sakura Matou	Torn to pieces by the Black Shadow manifested by Aŋra Mainiiu and Sakura Matou's tentacle (Heaven's Feel Route - Bad Ending - Horror Show)	non-canon
Illyasviel von Einzbern	Gilgamesh	Heart ripped out by Gilgamesh (Unlimited Blade Works Route)	determinant
Illyasviel von Einzbern	Illyasviel von Einzbern	Died after entering the Grail and closing the Gates of Heaven (Heaven's Feel Route - True Ending)	determinant
Illyasviel von Einzbern	Shirou Emiya	Murdered by Shirou Emiya to destroy the Holy Grail at any cost (Heaven's Feel Route - Bad Ending - Superhero)	non-canon
Issei Ryuudou	Issei Ryuudou | Medea	Stabbed himself in the neck while under Medea's control (Unlimited Blade Works Route - Bad Ending - Hypnos)	non-canon
Justeaze Lizrich von Einzbern	Justeaze Lizrich von Einzbern	Allowed herself to be crushed by a magical pillar to reenact the ritual of the Holy Grail War	
