character	killed by	death	type
<1> Downcast Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Downcast Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Downcast Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Embittered Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Embittered Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Embittered Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Famished Hooligan	Heathcliff | Faust | Meursault | Dante	Slain by the Sinners, led by Dante	
<1> Famished Hooligan	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Famished Hooligan	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Famished Hooligan	Yi Sang | Ryōshū | Don Quixote | Heathcliff | Ishmael | Dante	Slain by the Sinners, led by Dante	
<1> Fiery Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Hardened Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Hardened Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Hardened Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Head Hooligan	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Head Hooligan	Yi Sang | Ryōshū | Don Quixote | Heathcliff | Ishmael | Dante	Slain by the Sinners, led by Dante	
<1> Number-nuts Hooligan	Heathcliff | Faust | Meursault | Dante	Slain by the Sinners, led by Dante	
<1> Number-nuts Hooligan	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Peccatulum Irae Class 1	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Puzzled Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Puzzled Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Razor-sharp Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Razor-sharp Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Recollected Awry Soldier	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Recollected Awry Soldier	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Recollected Awry Soldier	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Recollected Festered G Corp. H. Manager	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Recollected Overtaken Soldier	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Recollected Overtaken Soldier	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Recollected Wallowing Soldier	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Recollected Wallowing Soldier	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Scruffy Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Scruffy Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Sharp Hooligan	Heathcliff | Faust | Meursault | Dante	Slain by the Sinners, led by Dante	
<1> Sharp Hooligan	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Sharp Hooligan	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Sharp Hooligan	Yi Sang | Ryōshū | Don Quixote | Heathcliff | Ishmael | Dante	Slain by the Sinners, led by Dante	
<1> Vulgar Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<1> Vulgar Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<2> Crooked Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
<2> Doomsday Clay Doll	Sinners | Dante	Slain by the Sinners, led by Dante	
<2> Downcast Veteran	Sinners | Dante	Slain by the Sinners, led by Dante	
