character	killed by	death	type
<10> The City's Sweeper A	Sinners | Jia Xichun | Dante	Slain by the Sinners and Jia Xichun, led by Dante	
<10> The City's Sweeper B	Sinners | Jia Xichun | Dante	Slain by the Sinners and Jia Xichun, led by Dante	
<10> The City's Sweeper C	Sinners | Jia Xichun | Dante	Slain by the Sinners and Jia Xichun, led by Dante	
<10> The City's Sweeper D	Sinners | Jia Xichun | Dante	Slain by the Sinners and Jia Xichun, led by Dante	
<2> Deceitful Tri-axe Office Fixer	Sinners | Dante	Slain by the Sinners, led by Dante	
<2> Stern Little Brother of the Middle	Sinners | Dante	Slain by the Sinners, led by Dante	
<3> Awkward Tri-axe Office Fixer	Sinners | Dante	Slain by the Sinners, led by Dante	
<3> Sturdy Little Brother of the Middle	Sinners | Dante	Slain by the Sinners, led by Dante	
<4> Sharp-looking Stranger	Sinners | Dante	Slain by the Sinners, led by Dante	
<4> Tough-looking Stranger	Sinners | Dante	Slain by the Sinners, led by Dante	
<6> Sharp-looking Stranger	Sinners | Dante	Slain by the Sinners, led by Dante	
<6> Tough-looking Stranger	Sinners | Dante	Slain by the Sinners, led by Dante	
Qingtao	Jia Qiu	Decapitated by Jia Qiu	
Shi Yihua	Jia Qiu	Decapitated by a Si Branch Heishou Pack member on orders from Jia Qiu (revived via Wang Dawei's boluses)	revived
