character	killed by	death	type
<1> Quick-witted Yurodivy	Ryōshū | Hong Lu | Rodion | Dante	Slain by the Sinners, led by Dante	
<2> Quick-witted Yurodivy	Ryōshū | Hong Lu | Rodion | Dante	Slain by the Sinners, led by Dante	
<2> T Corp. Class 2 Collection Staff	Sinners | Dante	Slain by the Sinners, led by Dante	
<3> Aggressive Yurodivy	Ryōshū | Hong Lu | Rodion | Dante	Slain by the Sinners, led by Dante	
<3> T Corp. Class 3 Collector - Neutralize	Sinners | Dante	Slain by the Sinners, led by Dante	
<4> Aggressive Yurodivy	Ryōshū | Hong Lu | Rodion | Dante	Slain by the Sinners, led by Dante	
<4> Aggressive Yurodivy	Ryōshū | Hong Lu | Rodion | Dante	Slain by the Sinners, led by Dante	
<4> Quick-witted Yurodivy	Ryōshū | Hong Lu | Rodion | Dante	Slain by the Sinners, led by Dante	
<5> Aggressive Yurodivy	Ryōshū | Hong Lu | Rodion | Dante	Slain by the Sinners, led by Dante	
<5> Aggressive Yurodivy	Ryōshū | Hong Lu | Rodion | Dante	Slain by the Sinners, led by Dante	
<5> Quick-witted Yurodivy	Ryōshū | Hong Lu | Rodion | Dante	Slain by the Sinners, led by Dante	
<5> Quick-witted Yurodivy	Ryōshū | Hong Lu | Rodion | Dante	Slain by the Sinners, led by Dante	
The Time Ripper's Brother		Hit by a car due to having decelerated time	
