character	killed by	death	type
<100> Cactuar and Slactuar	Noctis' Party	Slain by Noctis and his companions (Timed Quest 1)	
<100> Cactuar and Slactuar	Noctis' Party	Slain by Noctis and his companions (Timed Quest 11)	
<100> Cactuar and Slactuar	Noctis' Party	Slain by Noctis and his companions (Timed Quest 16)	
<100> Cactuar and Slactuar	Noctis' Party	Slain by Noctis and his companions (Timed Quest 25)	
<100> Cactuar and Slactuar	Noctis' Party	Slain by Noctis and his companions (Timed Quest 6)	
<100> enemies	Ardyn Izunia	Daemonified by Ardyn Izunia (King of the Daemons Trophy)	
<100> enemies	Ignis Scientia	Slain using Total Clarity by Ignis Scientia (Master of the Elements Trophy)	
<10> Coeurl and Elder Coeurl	Noctis' Party	Slain by Noctis and his companions (Timed Quest 17)	
<10> Coeurl and Elder Coeurl	Noctis' Party	Slain by Noctis and his companions (Timed Quest 27)	
<10> enemies	Ignis Scientia	Slain using spelldaggers by Ignis Scientia (Hidden Power Trophy)	
<10> enemies	Ignis Scientia	Slain via counterstrikes by Ignis Scientia (Swift Retaliation Trophy)	
<1> Aramusha	Noctis' Party	Slain by Noctis and his companions (In a Heat Haze of Glory)	
<1> Ariadne	Noctis' Party	Slain by Noctis and his companions (The Web-Weaving Princesses)	
<1> Bandersnatch	Noctis' Party	Slain by Noctis and his companions (Malmalam Mirage)	
<1> Bavarois	Noctis' Party	Slain by Noctis and his companions (King of the Great Escape)	
<1> Behemoth	Noctis' Party	Slain by Noctis and his companions (The Pride of the King)	
<1> Cherrycomb Trout	Noctis Lucis Caelum | Navyth Arlund	Fished by Noctis Lucis Caelum on request from Navyth Arlund (Fishing, Naturally)	
<1> Crag Barramundi	Noctis Lucis Caelum | Navyth Arlund	Fished by Noctis Lucis Caelum on request from Navyth Arlund (Fishing Buddies)	
<1> Daemonwall	Noctis' Party	Slain by Noctis and his companions (A Wall in Our Way)	
<1> Gaiatoad	Noctis' Party	Slain by Noctis and his companions (Rainstorm Duel! Poison Frog of Wennath)	
<1> Garulessa	Noctis' Party	Slain by Noctis and his companions (Reign Triumphant)	
<1> Griffon	Noctis' Party	Slain by Noctis and his companions (Ruler of the Brave Skies)	
<1> Hvitrormr	Noctis' Party	Slain by Noctis and his companions (People-Eating Snake Has Got to Go)	
<1> Iseultalon	Noctis' Party	Slain by Noctis and his companions (Bones Seek an Offering)	
<1> Jabberwock	Noctis' Party	Slain by Noctis and his companions (Fiend of the Fallgrove)	
<1> Jormungand	Noctis' Party	Slain by Noctis and his companions (Serpent of the Abyss)	
<1> Jumbo Flan	Noctis' Party	Slain by Noctis and his companions (Raindrops in the Night)	
<1> Karlabos	Noctis' Party	Slain by Noctis and his companions (Herald from the Depths)	
<1> Kingatrice	Noctis' Party	Slain by Noctis and his companions (Breeding Season: Rooster Extermination)	
<1> Malboro	Noctis' Party	Slain by Noctis and his companions (No Stopping the Great Stink)	
<1> Master Tonberry	Noctis' Party	Slain by Noctis and his companions (The Tragic Facts)	
<1> Midgardsormr	Noctis' Party	Slain by Noctis and his companions (Serpent of Risorath Basin)	
<1> Quetzalcoatl	Noctis' Party	Slain by Noctis and his companions (Divine Beast of the Underworld)	
