character	killed by	death	type
<10> Darkball	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #2)	
<10> Flame Core	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #2)	
<10> Flame Core	Xehanort's Party	Slain by Xehanort's Party (Target: Flame Core)	
<10> Fluttering	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #3)	
<10> Fluttering	Xehanort's Party	Slain by Xehanort's Party (Target: Fluttering)	
<10> Gigas Shadow	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #2)	
<10> Gummi Hammer	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #2)	
<10> Gummi Hammer	Xehanort's Party	Slain by Xehanort's Party (Defeat New Enemies and Receive BP)	
<10> Huge Watermelon	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #2)	
<10> Ogre	Xehanort's Party	Slain by Xehanort's Party (Target: Ogre)	
<10> Polliwog	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #2)	
<10> Random Enemies	Xehanort's Party	Slain by Xehanort's Party (Premium Quest Key - BP Bonus Chance!)	
<10> Soldier	Xehanort's Party	Slain by Xehanort's Party (Drops: Iron Ores Copper Ores)	
<10> Tornado Step	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #3)	
<10> Wicked Watermelon	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #2)	
<14> Ifrit	Xehanort's Party	Slain by Xehanort's Party (Target: Ifrit)	
<15> Huge Watermelon	Xehanort's Party	Slain by Xehanort's Party (Whack a Watermelon)	
<1> Aeroplane	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #1)	
<1> Aeroplane	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #1)	
<1> Aeroplane	Xehanort's Party	Slain by Xehanort's Party (Winning Streak)	
<1> Air Soldier	Xehanort's Party	Slain by Xehanort's Party (Winning Streak)	
<1> Armored Knight	Xehanort's Party	Slain by Xehanort's Party (Winning Streak)	
<1> Bandit	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #1)	
<1> Bandit	Xehanort's Party	Slain by Xehanort's Party (Winning Streak)	
<1> Blitz Spear	Xehanort's Party	Slain by Xehanort's Party (Daily Enemy Quest)	
<1> Chill Ripper	Xehanort's Party	Slain by Xehanort's Party (Daily Enemy Quest)	
<1> Chill Ripper	Xehanort's Party	Slain by Xehanort's Party (Feat of Strength (Adv.))	
<1> Chomper Egg	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #1)	
<1> Chomper Egg	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #1)	
<1> Chomper Egg	Xehanort's Party	Slain by Xehanort's Party (Winning Streak)	
<1> Creeper Plant	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #1)	
<1> Defender	Xehanort's Party	Slain by Xehanort's Party (Winning Streak)	
<1> Dire Plant	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge #1)	
<1> Dire Plant	Xehanort's Party	Slain by Xehanort's Party (Feat of Strength (Beg.))	
<1> Eliminator	Xehanort's Party	Slain by Xehanort's Party (Use Quest keys to collect Mythril Shard!)	
<1> Emerald Sonata	Xehanort's Party	Slain by Xehanort's Party (Winning Streak)	
