character	killed by	death	type
<1,000> Enemies	Xehanort's Party	Slain by Xehanort's Party (Beginner Mission)	
<1,000> Enemies	Xehanort's Party	Slain by Xehanort's Party (Prize: KH III King Mickey Card)	
<1,000> Enemies	Xehanort's Party	Slain by Xehanort's Party (Radiant Belt World Battle Event Mission)	
<10,000> Rank ★★★★ Agrabah Enemies	Xehanort's Party	Slain by Xehanort's Party (World Battle Mission Rank ★★★★)	
<10,000> Rank ★★★★ Wonderland Enemies	Xehanort's Party	Slain by Xehanort's Party (World Battle Mission Rank ★★★★)	
<10,000> Wicked Watermelon	Xehanort's Party	Slain by Xehanort's Party (Whack a Watermelon Event Mission)	
<100> Armored Knight	Xehanort's Party	Slain by Xehanort's Party (Power Belt SP Mission)	
<100> Huge Watermelon	Xehanort's Party	Slain by Xehanort's Party (Whack a Watermelon Event Mission)	
<100> Invisible	Xehanort's Party	Slain by Xehanort's Party (Power Belt SP Mission)	
<100> Large Armor	Xehanort's Party	Slain by Xehanort's Party (Power Belt SP Mission)	
<100> Large Body	Xehanort's Party	Slain by Xehanort's Party (Power Belt SP Mission)	
<100> Mega-Shadow	Xehanort's Party	Slain by Xehanort's Party (Power Belt SP Mission)	
<100> Morning Star	Xehanort's Party	Slain by Xehanort's Party (Power Belt SP Mission)	
<100> Rank ★★ Enemies	Xehanort's Party	Slain by Xehanort's Party (Extra Mission)	
<100> Rank ★★★★ Darkball	Xehanort's Party	Slain by Xehanort's Party (World Battle Mission Rank ★★★★)	
<100> Rank ★★★★ Flame Core	Xehanort's Party	Slain by Xehanort's Party (World Battle Mission Rank ★★★★)	
<100> Rank ★★★★ Gigas Shadow	Xehanort's Party	Slain by Xehanort's Party (World Battle Mission Rank ★★★★)	
<100> Rank ★★★★ Polliwog	Xehanort's Party	Slain by Xehanort's Party (World Battle Mission Rank ★★★★)	
<100> Rank ★★★★ Tornado Step	Xehanort's Party	Slain by Xehanort's Party (World Battle Mission Rank ★★★★)	
<100> Rank ★★★★ Wight Knight	Xehanort's Party	Slain by Xehanort's Party (World Battle Mission Rank ★★★★)	
<100> Shadow	Xehanort's Party	Slain by Xehanort's Party (Power Belt SP Mission)	
<100> Shiva	Xehanort's Party	Slain by Xehanort's Party (FFBE Collaboration World Battle Event Mission)	
<100> Soldier	Xehanort's Party	Slain by Xehanort's Party (Power Belt SP Mission)	
<100> Strange Tree	Xehanort's Party	Slain by Xehanort's Party (Winter Fest World Battle Event Mission)	
<100> Swaying Spook	Xehanort's Party	Slain by Xehanort's Party (Halloween Event World Battle Event Mission)	
<100> Tornado Step	Xehanort's Party	Slain by Xehanort's Party (Daily Event Mission)	
<100> Wizard	Xehanort's Party	Slain by Xehanort's Party (Power Belt SP Mission)	
<10> Aeroplane	Xehanort's Party	Slain by Xehanort's Party (Beginner Mission)	
<10> Fat Bandit	Xehanort's Party	Slain by Xehanort's Party (Beginner Mission)	
<10> Gold Tricholoma	Xehanort's Party	Slain by Xehanort's Party (Extra Mission)	
<10> Rank ★★★ Enemies	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge Event Mission #2)	
<10> Rank ★★★ Enemies	Xehanort's Party	Slain by Xehanort's Party (Limited-Time Daily Mission)	
<10> Rank ★★★★ Enemies	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge Event Mission #2)	
<10> Rank ★★★★ Enemies	Xehanort's Party	Slain by Xehanort's Party (Extra Mission)	
<10> Shadow	Xehanort's Party	Slain by Xehanort's Party (Beginner Mission)	
<10> Soldier	Xehanort's Party	Slain by Xehanort's Party (Beginner Mission)	
<150> Fluttering	Xehanort's Party	Slain by Xehanort's Party (Daily Event Mission)	
<15> Icy Beast	Xehanort's Party	Slain by Xehanort's Party ([Premium] KHUX JP 5th Anniv. Weekly Mission)	
<18> Lance Soldier	Xehanort's Party	Slain by Xehanort's Party (Lance Soldier Battle Streak Event Mission)	
<1> Gargoyle	Xehanort's Party	Slain by Xehanort's Party (Event Mission)	
<1> High Wizard	Xehanort's Party	Slain by Xehanort's Party (Event Mission)	
<1> Morning Star	Xehanort's Party	Slain by Xehanort's Party (Event Mission)	
<1> Pot Scorpion	Xehanort's Party	Slain by Xehanort's Party (Event Mission)	
<1> Red Bandit	Xehanort's Party	Slain by Xehanort's Party (Event Mission)	
<20,000> Enemies	Xehanort's Party	Slain by Xehanort's Party (Monthly Mission #1)	
<200> Enemies	Xehanort's Party	Slain by Xehanort's Party (Extra Mission)	
<200> Pumpkin Soldier	Xehanort's Party	Slain by Xehanort's Party (Halloween Event World Battle Event Mission)	
<20> Rank ★★★ Enemies	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge Event Mission #3)	
<20> Rank ★★★★ Enemies	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge Event Mission #3)	
<250> Flame Core	Xehanort's Party	Slain by Xehanort's Party (Target: Flame Core Event Mission)	
<300> Enemies	Xehanort's Party	Slain by Xehanort's Party (Limited-Time Daily Mission)	
<300> Rank ★★ Wonderland Enemies	Xehanort's Party	Slain by Xehanort's Party (Monthly Mission #2)	
<30> Enemies	Xehanort's Party	Slain by Xehanort's Party (Daily Challenge Event Mission #2)	
<400> Rank ★★ Agrabah Enemies	Xehanort's Party	Slain by Xehanort's Party (Monthly Mission #2)	
<400> Soldier	Xehanort's Party	Slain by Xehanort's Party (Drops: Iron Ore Copper Ore Event Mission)	
