character	killed by	death	type
777		Died from unknown causes (joined the Reaper's Game, later resurrected as a Reaper)	revived
777	Mitsuki Konishi	Erased by Mitsuki Konishi	
<1> Circle Pit Grizzly	Neku Sakuraba | Shiki Misaki	Erased by Neku Sakuraba and Shiki Misaki	
<1> Cornix Canor	Neku Sakuraba | Shiki Misaki	Erased by Neku Sakuraba and Shiki Misaki	
<1> Cornix Canor	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Dissonance Shark	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Dissonance Tapir	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Dub Rhino	Neku Sakuraba | Joshua	Erased by Neku Sakuraba and Joshua	
<1> Goth Metal Drake	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Metal Corehog	Neku Sakuraba | Shiki Misaki	Erased by Neku Sakuraba and Shiki Misaki	
<1> Mosh Grizzly	Neku Sakuraba | Shiki Misaki	Erased by Neku Sakuraba and Shiki Misaki	
<1> Pig Butoh	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Pig Carol	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Pig Carol	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Pig Carol	Neku Sakuraba | Joshua	Erased by Neku Sakuraba and Joshua	
<1> Pig Carol	Neku Sakuraba | Joshua	Erased by Neku Sakuraba and Joshua	
<1> Pig Carol	Neku Sakuraba | Joshua	Erased by Neku Sakuraba and Joshua	
<1> Pig Carol	Neku Sakuraba | Joshua	Erased by Neku Sakuraba and Joshua	
<1> Pig Carol	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Pig Carol	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Pig Carol	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Pig Carol	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Pig Carol	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Pig Cha-cha	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Pig Cha-cha	Neku Sakuraba | Joshua	Erased by Neku Sakuraba and Joshua	
<1> Pig Cha-cha	Neku Sakuraba | Shiki Misaki	Erased by Neku Sakuraba and Shiki Misaki	
<1> Pig Cha-cha	Neku Sakuraba | Shiki Misaki	Erased by Neku Sakuraba and Shiki Misaki	
<1> Pig Cha-cha	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Pig Jig	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Pig Jig	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Pig Jig	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Pig Jig	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Pig Mazurka	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Pig Polka	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Pig Polka	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Pig Rhumba	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Pig Rhumba	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Pig Rhumba	Neku Sakuraba | Joshua	Erased by Neku Sakuraba and Joshua	
<1> Pig Rhumba	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Pig Salsa	Neku Sakuraba | Joshua	Erased by Neku Sakuraba and Joshua	
<1> Pig Salsa	Neku Sakuraba | Joshua	Erased by Neku Sakuraba and Joshua	
<1> Pig Salsa	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Pig Samba	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Pig Samba	Neku Sakuraba | Joshua	Erased by Neku Sakuraba and Joshua	
<1> Pig Samba	Neku Sakuraba | Shiki Misaki	Erased by Neku Sakuraba and Shiki Misaki	
<1> Pig Samba	Neku Sakuraba | Shiki Misaki	Erased by Neku Sakuraba and Shiki Misaki	
<1> Pig Samba	Neku Sakuraba | Shiki Misaki	Erased by Neku Sakuraba and Shiki Misaki	
<1> Pig Samba	Neku Sakuraba | Shiki Misaki	Erased by Neku Sakuraba and Shiki Misaki	
<1> Pig Samba	Neku Sakuraba | Shiki Misaki	Erased by Neku Sakuraba and Shiki Misaki	
<1> Pig Samba	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Pig Tango	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Pig Tango	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Progfox	Neku Sakuraba | Joshua	Erased by Neku Sakuraba and Joshua	
<1> Pteropus Canor	Neku Sakuraba | Beat	Erased by Neku Sakuraba and Beat	
<1> Pteropus Canor	Neku Sakuraba | Shiki Misaki | Joshua | Beat	Erased by Neku Sakuraba, Shiki Misaki, Joshua and Beat	
<1> Swing Shark	Neku Sakuraba | Shiki Misaki	Erased by Neku Sakuraba and Shiki Misaki	
<1> Trance Rhino	Neku Sakuraba | Joshua	Erased by Neku Sakuraba and Joshua	
<1> Vespertilio Canor	Neku Sakuraba | Shiki Misaki	Erased by Neku Sakuraba and Shiki Misaki	
