character	killed by	death	type
<10> Skeleton	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party (Section 4)	
<11> Dragon Tooth Warrior	Ritsuka Fujimaru | Mash Kyrielight | Cú Chulainn	Defeated by Ritsuka Fujimaru's party (Section 9)	
<12> Skeleton	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party (Section 3)	
<12> Skeleton	Ritsuka Fujimaru | Mash Kyrielight | Cú Chulainn	Defeated by Ritsuka Fujimaru's party (Section 7)	
<13> Skeleton	Ritsuka Fujimaru | Mash Kyrielight | Cú Chulainn	Defeated by Ritsuka Fujimaru's party (Section 8)	
<18> Dragon Tooth Warrior	Ritsuka Fujimaru | Mash Kyrielight | Cú Chulainn	Defeated by Ritsuka Fujimaru's party (Section 10)	
<1> Arm of Dawn	Ritsuka Fujimaru | Mash Kyrielight | Cú Chulainn	Defeated by Ritsuka Fujimaru's party (Section 10)	
<2> Hand of Dawn	Ritsuka Fujimaru | Mash Kyrielight | Cú Chulainn	Defeated by Ritsuka Fujimaru's party (Section 7)	
<2> Skeleton	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party (Section 1)	
<3> Hand of Dawn	Ritsuka Fujimaru | Mash Kyrielight | Cú Chulainn	Defeated by Ritsuka Fujimaru's party (Section 10)	
<3> Skeleton	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party (Section 2)	
<4> Skeleton	Ritsuka Fujimaru | Mash Kyrielight | Cú Chulainn	Defeated by Ritsuka Fujimaru's party (Section 9)	
<5> Hand of Dawn	Ritsuka Fujimaru | Mash Kyrielight | Cú Chulainn	Defeated by Ritsuka Fujimaru's party (Section 8)	
<5> Skeleton	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party (Section 5)	
<7> Skeleton	Ritsuka Fujimaru | Mash Kyrielight | Cú Chulainn	Defeated by Ritsuka Fujimaru's party (Section 6)	
Artoria Pendragon Alter	Cú Chulainn	Incinerated by Cú Chulainn with his Noble Phantasm (First Order Movie)	
Artoria Pendragon Alter	Ritsuka Fujimaru | Mash Kyrielight | Cú Chulainn	Defeated by Ritsuka Fujimaru's party (Section 11)	
Cú Chulainn	Cú Chulainn	Disappeared after he ended the Holy Grail War (First Order Movie)	
Cú Chulainn	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Holy Grail War was ended by Ritsuka Fujimaru's party (Section 11)	
Darius III	Cú Chulainn	Defeated by Cú Chulainn (First Order Movie)	
EMIYA Shirou	Cú Chulainn	Defeated by Cú Chulainn (First Order Movie)	
EMIYA Shirou	Ritsuka Fujimaru | Mash Kyrielight | Cú Chulainn	Defeated by Ritsuka Fujimaru's party (Section 9)	
Hassan of the Cursed Arm	Cú Chulainn	Defeated by Cú Chulainn (First Order Movie)	
Hassan of the Cursed Arm	Ritsuka Fujimaru | Mash Kyrielight | Cú Chulainn	Defeated by Ritsuka Fujimaru's party (Section 6)	
Heracles	Cú Chulainn	Disappeared after Cú Chulainn ended the Holy Grail War (First Order Movie)	
Heracles	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Holy Grail War was ended by Ritsuka Fujimaru's party (Section 11)	
Medusa	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party (Section 5)	
Medusa Alter	Cú Chulainn	Incinerated by Cú Chulainn (First Order Movie)	
Musashibou Benkei	Ritsuka Fujimaru | Mash Kyrielight | Cú Chulainn	Defeated by Ritsuka Fujimaru's party (Section 6)	
Olga Marie Asmleit Animusphere	Lev Lainur Flauros	Body destroyed in an explosion set up by Lev Lainur Flauros (mind rayshifted to Fuyuki)	physical
Olga Marie Asmleit Animusphere	Lev Lainur Flauros	Disassembled on the molecular level after being thrown into CHALDEAS by Lev Lainur Flauros (Section 11)	
