character	killed by	death	type
<1,000> Demons	Miriam	Slain by Miriam (Demon Hunter Achievement)	
<13> Gusion	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<1> Abyssal Guardian	Miriam	Slain by Miriam	
<1> Breeder	Miriam	Slain by Miriam	
<1> Doppelganger	Miriam	Slain by Miriam	
<1> Doppelganger (Miriam)	Miriam	Slain by Miriam (Classic Mode)	
<1> Doppelganger (Zangetsu)	Miriam	Slain by Miriam (Classic Mode)	
<1> Giant Bat	Miriam	Slain by Miriam (Classic Mode)	
<1> Giant Dullahammer Head	Miriam	Slain by Miriam (Classic Mode)	
<2> Sabnock	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<3> Dullahammer	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<3> Wolfman	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<4> Assassin	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<4> Barbatos	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<4> Demon	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<4> Gieremund	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<4> Living Fossil	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<5> Axe Outsider	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<5> Morte	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<5> Shield Outsider	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<6> Archdemon	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<6> Demon Lord	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<6> Lamashtu	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<6> Ocypete	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
<8> Deeseama	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
Alba	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Alfred	Dominique Baldwin	Fatally wounded by Dominique Baldwin	
Andrealphus	Miriam	Slain by Miriam	
Annette	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Bael	Dominique Baldwin	Slain by Dominique Baldwin (Bad Ending)	determinant | unavoidable
Bael	Dominique Baldwin	Slain by Dominique Baldwin (Bitter Ending)	determinant | unavoidable
Bael	Dominique Baldwin	Slain by Dominique Baldwin (True Ending)	determinant | unavoidable
Bael	Miriam	Slain by Miriam (later revived in Limbo)	revived
Bathin	Dominique Baldwin	Slain by Dominique Baldwin	
Bathin	Miriam	Slain by Miriam (later revived in Limbo)	revived
Bloodless	Miriam	Slain by Miriam	
Caleb	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Carl the Cooper	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Catherine	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Craftwork	Miriam	Slain by Miriam	
Dan the Wheelwright	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Dario the Chimney Sweep	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Dennis	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Dominique Baldwin		Succumbed to the Crystal Curse (Bitter Ending)	determinant
Dominique Baldwin	Miriam	Slain by Miriam (Classic Mode)	non-canon
Dr. Simon	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Edith	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Edward the Smith	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Eight Bit Overlord	Miriam	Slain by Miriam	
Enos	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Focalor	Dominique Baldwin	Slain by Dominique Baldwin	
Gebel		Succumbed to the Crystal Curse (Dethroned Ending)	determinant | unavoidable
Gebel	Miriam	Slain by Miriam (Classic Mode)	non-canon
Gebel	Miriam	Slain by Miriam (Just a Flicker Ending)	determinant | unavoidable
Gebel	Miriam	Slain by Miriam (Usurper Ending)	determinant | unavoidable
George	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Glutton Train	Miriam | Zangetsu	Slain by Miriam and Zangetsu	
Gremory	Dominique Baldwin	Slain by Dominique Baldwin	
Gremory	Miriam	Slain by Miriam (Classic Mode)	non-canon
Guardian	Miriam	Slain by Miriam	
Hunter Barber	Dominique Baldwin	Slain by Dominique Baldwin (revived at Notoria)	revived
IGA	Miriam	Slain by Miriam	
Julius the Chandler	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Juste the Painter	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Lily	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Lindsay's husband	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Lisa	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Martha	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Master Carpenter	Dominique Baldwin	Slain by Dominique Baldwin (revived at Theurgia)	revived
Master Carpenter	Miriam	Slain by Miriam (later revived in Limbo)	revived
Mathius the Glassblower	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Millionaire's Bane	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
Mitta the Housemaiden	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Morris	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Nadia	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Noah	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Norah	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Orobas	Miriam	Slain by Miriam	
Pastor Trevor	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Porter the Cattleman	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Rachel	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
