character	killed by	death	type
<100> Gummi Heartless	Sora | Donald Duck | Goofy	Shot down by the Gummi Ship piloted by Sora, Donald Duck and Goofy (Speed Skirmish 1)	
<100> Gummi Heartless	Sora | Donald Duck | Goofy	Shot down by the Gummi Ship piloted by Sora, Donald Duck and Goofy (Speed Skirmish 2)	
<100> Gummi Heartless	Sora | Donald Duck | Goofy	Shot down by the Gummi Ship piloted by Sora, Donald Duck and Goofy (Speed Skirmish 3)	
<100> Gummi Heartless	Sora | Donald Duck | Goofy	Shot down by the Gummi Ship piloted by Sora, Donald Duck and Goofy (Speed Skirmish 4)	
<100> Gummi Heartless	Sora | Donald Duck | Goofy	Shot down by the Gummi Ship piloted by Sora, Donald Duck and Goofy (Speed Skirmish 6)	
<100> Gummi Heartless	Sora | Donald Duck | Goofy	Shot down by the Gummi Ship piloted by Sora, Donald Duck and Goofy (Speed Skirmish 7)	
<10> Flame Core	Sora | Donald Duck | Goofy | Hercules	Slain by Sora, Donald Duck, Goofy and Hercules (Battlegate 1)	
<10> Marine Rumba	Sora | Donald Duck | Goofy | Jack Sparrow	Slain by Sora, Donald Duck, Goofy and Jack Sparrow (Battlegate 10)	
<10> Spear Lizard	Sora | Donald Duck | Goofy | Jack Sparrow	Slain by Sora, Donald Duck, Goofy and Jack Sparrow (Battlegate 10)	
<10> Vaporfly	Sora | Donald Duck | Goofy | Jack Sparrow	Slain by Sora, Donald Duck, Goofy and Jack Sparrow (Battlegate 10)	
<118+> Gummi Heartless	Sora | Donald Duck | Goofy	Shot down by the Gummi Ship piloted by Sora, Donald Duck and Goofy (Countdown 6)	
<11> Neoshadow	Sora | Donald Duck | Goofy	Slain by Sora, Donald Duck and Goofy (Battlegate 0)	
<11> Sniper	Sora | Donald Duck | Goofy	Slain by Sora, Donald Duck and Goofy (Battlegate 3)	
<120+> Gummi Heartless	Sora | Donald Duck | Goofy	Shot down by the Gummi Ship piloted by Sora, Donald Duck and Goofy (Countdown 10)	
<129+> Gummi Heartless	Sora | Donald Duck | Goofy	Shot down by the Gummi Ship piloted by Sora, Donald Duck and Goofy (Countdown 3)	
