character	killed by	death	type
<1> Darkside	Riku	Slain by Riku	
<1> Darkside	Sora	Slain by Sora	
<1> Guard Armor	Riku	Slain by Riku	
<1> Guard Armor	Sora | Donald Duck | Goofy	Slain by Sora, Donald Duck and Goofy	
<1> Parasite Cage	Riku	Slain by Riku	
<1> Parasite Cage	Sora | Donald Duck | Goofy	Slain by Sora, Donald Duck and Goofy	
<1> Trickmaster	Riku	Slain by Riku	
<1> Trickmaster	Sora | Donald Duck | Goofy	Slain by Sora, Donald Duck and Goofy	
Ansem, Seeker of Darkness	Riku | DiZ	Piece of consciousness destroyed by Riku, opportunity provided by DiZ via a card	
Larxene	Sora | Donald Duck | Goofy	Slain by Sora, Donald Duck and Goofy (recompleted as Elrena)	revived
Lexaeus	Riku | Ansem, Seeker of Darkness	Struck down by Riku while possessed by Ansem, Seeker of Darkness (recompleted as Aeleus)	revived
Marluxia	Sora | Donald Duck | Goofy	Slain by Sora, Donald Duck and Goofy (recompleted as Lauriam)	revived
Riku Replica	Riku	Slain by Riku	
Vexen	Axel | Marluxia | Larxene | Sora | Donald Duck | Goofy	Incinerated by Axel on orders from Marluxia and Larxene, after being wounded by Sora, Donald Duck and Goofy (recompleted as Even)	revived
Zexion	Riku Replica | Axel | Riku	Life force drained out of him by Riku Replica via suggestion by Axel, after being wounded by Riku (recompleted as Ienzo)	revived
