character	killed by	death	type
<1+> Aura Lion	Riku	Slain by Riku (Country of the Musketeers Special Portal)	
<1+> Aura Lion	Riku	Slain by Riku (Country of the Musketeers Special Portal)	
<1+> Aura Lion	Riku	Slain by Riku (Country of the Musketeers Special Portal)	
<1+> Aura Lion	Riku	Slain by Riku (The World That Never Was Special Portal)	
<1+> Aura Lion	Riku	Slain by Riku (The World That Never Was Special Portal)	
<1+> Aura Lion	Sora	Slain by Sora (Country of the Musketeers Special Portal)	
<1+> Aura Lion	Sora	Slain by Sora (The World That Never Was Special Portal)	
<1+> Aura Lion	Sora	Slain by Sora (The World That Never Was Special Portal)	
<1+> Drill Sye	Riku	Slain by Riku (La Cité des Cloches Special Portal)	
<1+> Drill Sye	Riku	Slain by Riku (La Cité des Cloches Special Portal)	
<1+> Drill Sye	Sora	Slain by Sora (La Cité des Cloches Special Portal)	
<1+> Drill Sye	Sora	Slain by Sora (La Cité des Cloches Special Portal)	
<1+> Drill Sye	Sora	Slain by Sora (La Cité des Cloches Special Portal)	
<1+> Ducky Goose	Riku	Slain by Riku (Country of the Musketeers Special Portal)	
<1+> Ducky Goose	Sora	Slain by Sora (Country of the Musketeers Special Portal)	
<1+> Flowbermeow	Riku	Slain by Riku (Traverse Town Special Portal)	
<1+> Flowbermeow	Sora	Slain by Sora (Prankster's Paradise Special Portal)	
<1+> Flowbermeow	Sora	Slain by Sora (Traverse Town Special Portal)	
<1+> Ghostabocky	Riku	Slain by Riku (Symphony of Sorcery Special Portal)	
<1+> Ghostabocky	Sora	Slain by Sora (Symphony of Sorcery Special Portal)	
<1+> Halbird	Riku	Slain by Riku (Country of the Musketeers Special Portal)	
<1+> Halbird	Riku	Slain by Riku (The World That Never Was Special Portal)	
<1+> Halbird	Sora	Slain by Sora (Country of the Musketeers Special Portal)	
<1+> Halbird	Sora	Slain by Sora (Country of the Musketeers Special Portal)	
<1+> Halbird	Sora	Slain by Sora (The World That Never Was Special Portal)	
<1+> Iceguin Ace	Riku	Slain by Riku (Prankster's Paradise Special Portal)	
<1+> Iceguin Ace	Riku	Slain by Riku (Prankster's Paradise Special Portal)	
<1+> Iceguin Ace	Riku	Slain by Riku (Prankster's Paradise Special Portal)	
<1+> Iceguin Ace	Riku	Slain by Riku (Prankster's Paradise Special Portal)	
<1+> Iceguin Ace	Sora	Slain by Sora (Prankster's Paradise Special Portal)	
<1+> Iceguin Ace	Sora	Slain by Sora (Prankster's Paradise Special Portal)	
<1+> Juggle Pup	Riku	Slain by Riku (Prankster's Paradise Special Portal)	
<1+> Juggle Pup	Riku	Slain by Riku (Prankster's Paradise Special Portal)	
<1+> Juggle Pup	Riku	Slain by Riku (Prankster's Paradise Special Portal)	
<1+> Juggle Pup	Sora	Slain by Sora (Prankster's Paradise Special Portal)	
<1+> Juggle Pup	Sora	Slain by Sora (Prankster's Paradise Special Portal)	
<1+> Juggle Pup	Sora	Slain by Sora (Prankster's Paradise Special Portal)	
<1+> KO Kabuto	Riku	Slain by Riku (The Grid Special Portal)	
<1+> KO Kabuto	Riku	Slain by Riku (The Grid Special Portal)	
<1+> KO Kabuto	Riku	Slain by Riku (The Grid Special Portal)	
<1+> KO Kabuto	Riku	Slain by Riku (The Grid Special Portal)	
<1+> KO Kabuto	Sora	Slain by Sora (The Grid Special Portal)	
<1+> KO Kabuto	Sora	Slain by Sora (The Grid Special Portal)	
<1+> KO Kabuto	Sora	Slain by Sora (The Grid Special Portal)	
<1+> KO Kabuto	Sora	Slain by Sora (The Grid Special Portal)	
<1+> Kooma Panda	Riku	Slain by Riku (Traverse Town Special Portal)	
<1+> Kooma Panda	Sora	Slain by Sora (Traverse Town Special Portal)	
<1+> Kooma Panda	Sora	Slain by Sora (Traverse Town Special Portal)	
<1+> Me Me Bunny	Riku	Slain by Riku (Country of the Musketeers Special Portal)	
<1+> Me Me Bunny	Riku	Slain by Riku (Country of the Musketeers Special Portal)	
<1+> Me Me Bunny	Riku	Slain by Riku (Country of the Musketeers Special Portal)	
<1+> Me Me Bunny	Sora	Slain by Sora (Country of the Musketeers Special Portal)	
<1+> Meow Wow	Riku	Slain by Riku (La Cité des Cloches Special Portal)	
<1+> Meow Wow	Riku	Slain by Riku (La Cité des Cloches Special Portal)	
<1+> Meow Wow	Riku	Slain by Riku (The Grid Special Portal)	
<1+> Meow Wow	Riku	Slain by Riku (Traverse Town Special Portal)	
<1+> Meow Wow	Sora	Slain by Sora (La Cité des Cloches Special Portal)	
<1+> Meow Wow	Sora	Slain by Sora (The Grid Special Portal)	
<1+> Meow Wow	Sora	Slain by Sora (Traverse Town Special Portal)	
<1+> Necho Cat	Riku	Slain by Riku (La Cité des Cloches Special Portal)	
<1+> Necho Cat	Riku	Slain by Riku (La Cité des Cloches Special Portal)	
<1+> Necho Cat	Riku	Slain by Riku (La Cité des Cloches Special Portal)	
<1+> Necho Cat	Sora	Slain by Sora (La Cité des Cloches Special Portal)	
<1+> Necho Cat	Sora	Slain by Sora (La Cité des Cloches Special Portal)	
<1+> Pegaslick	Riku	Slain by Riku (Symphony of Sorcery Special Portal)	
<1+> Pegaslick	Riku	Slain by Riku (Symphony of Sorcery Special Portal)	
<1+> Pegaslick	Riku	Slain by Riku (Symphony of Sorcery Special Portal)	
<1+> Pegaslick	Riku	Slain by Riku (The World That Never Was Special Portal)	
<1+> Pegaslick	Sora	Slain by Sora (Symphony of Sorcery Special Portal)	
<1+> Pegaslick	Sora	Slain by Sora (Symphony of Sorcery Special Portal)	
<1+> Pegaslick	Sora	Slain by Sora (Symphony of Sorcery Special Portal)	
<1+> Pegaslick	Sora	Slain by Sora (The World That Never Was Special Portal)	
<1+> Ryu Dragon	Riku	Slain by Riku (Symphony of Sorcery Special Portal)	
<1+> Ryu Dragon	Riku	Slain by Riku (Symphony of Sorcery Special Portal)	
<1+> Ryu Dragon	Riku	Slain by Riku (Symphony of Sorcery Special Portal)	
<1+> Ryu Dragon	Riku	Slain by Riku (The World That Never Was Special Portal)	
<1+> Ryu Dragon	Sora	Slain by Sora (Symphony of Sorcery Special Portal)	
<1+> Ryu Dragon	Sora	Slain by Sora (Symphony of Sorcery Special Portal)	
<1+> Ryu Dragon	Sora	Slain by Sora (Symphony of Sorcery Special Portal)	
<1+> Ryu Dragon	Sora	Slain by Sora (The World That Never Was Special Portal)	
<1+> Tama Sheep	Riku	Slain by Riku (Traverse Town Special Portal)	
<1+> Tama Sheep	Sora	Slain by Sora (Traverse Town Special Portal)	
<1+> Thunderaffe	Riku	Slain by Riku (The World That Never Was Special Portal)	
<1+> Thunderaffe	Riku	Slain by Riku (Traverse Town Special Portal)	
<1+> Thunderaffe	Riku	Slain by Riku (Traverse Town Special Portal)	
<1+> Thunderaffe	Riku	Slain by Riku (Traverse Town Special Portal)	
<1+> Thunderaffe	Sora	Slain by Sora (Traverse Town Special Portal)	
<1+> Thunderaffe	Sora	Slain by Sora (Traverse Town Special Portal)	
<1+> Thunderaffe	Sora	Slain by Sora (Traverse Town Special Portal)	
<1+> Tyranto Rex	Riku	Slain by Riku (The World That Never Was Special Portal)	
<1+> Tyranto Rex	Sora	Slain by Sora (Country of the Musketeers Special Portal)	
<1+> Tyranto Rex	Sora	Slain by Sora (Country of the Musketeers Special Portal)	
<1+> Tyranto Rex	Sora	Slain by Sora (The World That Never Was Special Portal)	
<1+> Yoggy Ram	Riku	Slain by Riku (The Grid Special Portal)	
<1+> Yoggy Ram	Riku	Slain by Riku (The Grid Special Portal)	
<1+> Yoggy Ram	Riku	Slain by Riku (The Grid Special Portal)	
<1+> Yoggy Ram	Sora	Slain by Sora (The Grid Special Portal)	
<1+> Yoggy Ram	Sora	Slain by Sora (The Grid Special Portal)	
<1+> Yoggy Ram	Sora	Slain by Sora (The Grid Special Portal)	
<1+> Zolephant	Riku	Slain by Riku (La Cité des Cloches Special Portal)	
<1+> Zolephant	Riku	Slain by Riku (La Cité des Cloches Special Portal)	
<1+> Zolephant	Sora	Slain by Sora (La Cité des Cloches Special Portal)	
<1+> Zolephant	Sora	Slain by Sora (La Cité des Cloches Special Portal)	
<1+> Zolephant	Sora	Slain by Sora (La Cité des Cloches Special Portal)	
<1,000> Dream Eaters	Sora | Riku	Taken out collectively while in Flowmotion by Sora and Riku (Motion Slickness Trophy)	
<15> Dream Eaters	Sora	Slain by Sora (Dive Mode)	
<1> Anti Black Coat	Riku	Slain by Riku	
<1> Armored Ventus Nightmare	Riku	Slain by Riku	
<1> Brawlamari	Riku	Slain by Riku (Dive Mode)	
<1> Brawlamari	Sora	Slain by Sora (Dive Mode)	
<1> Char Clawbster	Riku	Slain by Riku	
<1> Char Clawbster	Riku	Slain by Riku (Prankster's Paradise Secret Portal)	
<1> Char Clawbster	Sora	Slain by Sora	
<1> Chill Clawbster	Monstro | Sora	Swallowed by Monstro after being defeated by Sora	
<1> Chill Clawbster	Sora	Slain by Sora (Prankster's Paradise Secret Portal)	
<1> Commantis	Riku	Slain by Riku	
<1> Commantis	Riku	Slain by Riku (The Grid Secret Portal)	
<1> Hockomonkey	Riku	Slain by Riku	
<1> Hockomonkey	Riku	Slain by Riku (Traverse Town Secret Portal)	
<1> Hockomonkey	Sora	Slain by Sora	
<1> Hockomonkey	Sora	Slain by Sora	
<1> Hockomonkey	Sora	Slain by Sora (Traverse Town Secret Portal)	
<1> Holey Moley	Riku	Slain by Riku	
<1> Holey Moley	Riku	Slain by Riku (Country of the Musketeers Secret Portal)	
<1> Lord Kyroo	Sora | Riku	Slain by Sora and Riku	
<1> Queen Buzzerfly	Riku	Slain by Riku (Dive Mode)	
<1> Queen Buzzerfly	Sora	Slain by Sora (Dive Mode)	
<1> Spellican	Sora	Slain by Sora	
<1> Spellican	Sora	Slain by Sora (Symphony of Sorcery Secret Portal)	
<1> Wargoyle	Riku	Slain by Riku	
<1> Wargoyle	Riku	Slain by Riku (La Cité des Cloches Secret Portal)	
<1> Wargoyle	Sora	Slain by Sora	
<1> Wargoyle	Sora	Slain by Sora	
<1> Wargoyle	Sora	Slain by Sora (La Cité des Cloches Secret Portal)	
<2,500> Dream Eaters	Sora | Riku	Taken out collectively by Sora and Riku (Keyslinger Trophy)	
<30> Dream Eaters	Riku	Slain by Riku (Dive Mode)	
<50> Dream Eaters	Sora | Riku	Taken out collectively using Reality Shift by Sora and Riku (Reality Shifter Trophy)	
<8> Buzzerfly	Riku	Slain by Riku (Dive Mode)	
<8> Buzzerfly	Sora	Slain by Sora (Dive Mode)	
Aeleus	Terra-Xehanort	Stabbed in the chest by Terra-Xehanort (separated as Lexaeus)	revived
Braig	Terra-Xehanort	Stabbed in the chest by Terra-Xehanort (separated as Xigbar)	revived
CLU	Kevin Flynn	Caught in an explosion triggered by his forced reintegration by Kevin Flynn	
Chernabog	Riku	Defeated by Riku	
Claude Frollo		Accidentally fell off Notre Dame into the flames (Side Sora)	
Claude Frollo	Claude Frollo	Let himself fall off the cathedral into the flames below (Side Riku)	
Dilan	Terra-Xehanort	Stabbed in the chest by Terra-Xehanort (separated as Xaldin)	revived
Even	Terra-Xehanort	Stabbed in the chest by Terra-Xehanort (separated as Vexen)	revived
Ienzo	Terra-Xehanort	Stabbed in the chest by Terra-Xehanort (separated as Zexion)	revived
Isa	Terra-Xehanort	Stabbed in the chest by Terra-Xehanort (separated as Saïx)	revived
Kevin Flynn	Kevin Flynn	Caught in an explosion triggered by his reintegration of CLU	
Lea	Terra-Xehanort	Stabbed in the chest by Terra-Xehanort (separated as Axel)	revived
Terra-Xehanort	Terra-Xehanort	Stabbed himself in the chest (separated as Ansem and Xemnas)	revived
Ursula	Sora | Riku	Slain by Sora and Riku	
